	23SC_083M0072_S18	R196_S13	R104_S2	R153_S3	R60_S21	R72_S10	R223_S9	R227_S11	R73_S11	R80_S17	R209_S5	R86_S22	R49_S15	R197_S14	R225_S10	R217_S32	R216_S31	R95_S31	R155_S5	R68_S7	R59_S20	R156_S6	R103_S1	R85_S21	R192_S2	23SG_130M0102_S10	R163_S12	R48_S14	R161_S10	R67_S6	R183_S2	23SG_145M0015_S3	R98_S33	R78_S15	R93_S29	R190_S8	R152_S2	R204_S26	R96_S32	R210_S21	R168_S17	R182_S1	R224_S35	R42_S11	R91_S26	R158_S8	R84_S20	R193_S10	R43_S12	R82_S19	R187_S6	R206_S18	R151_S1	R105_S3	R92_S27	R102_S36	R165_S14	R101_S35	R215_S30	R220_S33	23SH_141M0012_S7	23SH_126M0162_S11	R58_S19	R214_S29	R226_S36	R174_S19	R195_S12	23SG_024M0143_S4	23SH_103M0533_S19	R201_S17	R69_S8	R222_S8	R81_S18	R157_S7	R41_S10	R203_S4	R77_S14	R202_S3	R177_S21	R76_S13	23SB_143M0036_S5	R186_S5	23SH_063M0013_S15	R213_S28	R44_S13	23SC_088M0045_S21	R185_S4	R167_S16	R205_S27	R219_S7	R162_S11	23SH_089M0615_S20	R212_S6	R62_S5	R166_S15	R176_S20	R189_S1	R179_S23	R160_S9	R208_S20	23SH_030M2179_S6	23SH_065M0295_S16	R181_S25	R94_S30	R184_S3	R154_S4	R169_S18	R90_S25	R51_S16	R178_S22	R87_S23	R100_S34	23SH_050M1003_S12	R52_S17	R221_S34	23SH_009M1094_S2	23SH_071M0020_S18	23SC_035M0015_S9	23SH_029M0358_S5	23SH_108M0271_S14	23SH_033M1095_S7	23SH_049M0198_S11	23SH_038M1879_S10	23SH_066M0152_S17	23SG_074M0109_S16	23SC_014M0062_S3	R164_S13	23SH_077M0027_S17	R228_S37	R194_S11	23SC_121M0012_S12	23SH_149M0289_S4	23SH_005M1638_S1	23SH_113M0067_S13	R180_S24	R61_S22	R207_S19	R88_S24	R211_S22	R198_S15	R199_S16	23SH_134M0555_S9	23SB_106M0036_S15	R54_S18	R79_S16	23SH_139M0292_S8	R191_S9	R229_S12	R70_S9	23SH_084M0850_S19	23SC_140M0057_S6	23SG_034M0106_S8	23SH_090M0134_S22	23SH_053M1623_S13	R188_S7
23SB_143M0036_S5	0.0083374537	0.0001540617	0.0001534805	0.0001534805	0.0001533351	0.0001536986	0.00015507919999999998	0.0001536259	0.0001536259	0.0001536259	0.0001536259	0.0001536259	0.0001536259	0.0001536986	0.0001536986	0.00015566039999999998	0.00015566039999999998	0.0001541344	0.0001541344	0.0001547157	0.00015033670000000001	0.00015033670000000001	0.000150264	0.000147266	0.0001479199	0.0001524981	0.0001622909	0.0001397686	0.000138388	0.00013831530000000001	0.0001382426	0.0001389693	0.00013817000000000001	0.0001435381	0.0001435381	0.000147238	0.00015181869999999998	0.00015181869999999998	0.000151746	4.89713e-05	4.84628e-05	4.9843400000000005e-05	4.83901e-05	4.76635e-05	4.8317400000000006e-05	4.70096e-05	4.70096e-05	4.693690000000001e-05	4.67915e-05	4.67915e-05	4.67915e-05	4.664610000000001e-05	4.75182e-05	4.67915e-05	4.6137600000000004e-05	4.6137600000000004e-05	4.606490000000001e-05	4.606490000000001e-05	5.25703e-05	5.332770000000001e-05	5.712640000000001e-05	5.6472500000000005e-05	5.7053700000000006e-05	5.20104e-05	5.20104e-05	5.1283800000000005e-05	5.4213400000000005e-05	4.5124400000000005e-05	4.5124400000000005e-05	1.84741e-05	1.7820200000000003e-05	1.91281e-05	1.7674800000000002e-05	1.84987e-05	1.85714e-05	1.85714e-05	1.8426000000000003e-05	1.82568e-05	1.8983500000000002e-05	2.1809999999999997e-07	0.0	1.454e-07	2.908e-07	1.0174e-06	4.9062400000000006e-05	4.9062400000000006e-05	4.89897e-05	5.6574500000000005e-05	5.6574500000000005e-05	5.860900000000001e-05	4.96374e-05	4.96374e-05	4.97078e-05	0.0054195202	0.0054214842	0.0054208303	0.0054259617	0.0054237265	0.0054245089	0.0054192693	0.0054147955	0.0075078987000000005	0.0075140253	0.0075140253	0.0075102918	0.007510364500000001	0.0075110184000000005	0.007772193500000001	0.007769124	0.0077751372	0.0078527422	0.0078510277	0.0078480047	0.0080812355	0.008081986499999999	0.008082094699999999	0.0079428715	0.0079422176	0.0079421449	0.0079443249	0.0079429443	0.0079428716	0.0079421449	0.0079428716	0.007941491	0.0080228613	0.008306079	0.0089165082	0.008631271499999999	0.0086274779	0.0086104619	0.008126444	0.0081431105	0.0082723108	0.0080297886	0.0072785947	0.007705776500000001	0.0078485116	0.0078485116	0.008118914599999999	0.008118914599999999	0.008118914599999999	0.0081195685	0.0081172846	0.0081121574	0.0081173572	0.0081091347	0.0081071002	0.0081071002	0.008114451699999999	0.0081174375	0.0081275504	0.0077000657	0.0078673104	0.0082577304
R186_S5	0.0083374537	0.0001540617	0.0001534805	0.0001534805	0.0001533351	0.0001536986	0.00015507919999999998	0.0001536259	0.0001536259	0.0001536259	0.0001536259	0.0001536259	0.0001536259	0.0001536986	0.0001536986	0.00015566039999999998	0.00015566039999999998	0.0001541344	0.0001541344	0.0001547157	0.00015033670000000001	0.00015033670000000001	0.000150264	0.000147266	0.0001479199	0.0001524981	0.0001622909	0.0001397686	0.000138388	0.00013831530000000001	0.0001382426	0.0001389693	0.00013817000000000001	0.0001435381	0.0001435381	0.000147238	0.00015181869999999998	0.00015181869999999998	0.000151746	4.89713e-05	4.84628e-05	4.9843400000000005e-05	4.83901e-05	4.76635e-05	4.8317400000000006e-05	4.70096e-05	4.70096e-05	4.693690000000001e-05	4.67915e-05	4.67915e-05	4.67915e-05	4.664610000000001e-05	4.75182e-05	4.67915e-05	4.6137600000000004e-05	4.6137600000000004e-05	4.606490000000001e-05	4.606490000000001e-05	5.25703e-05	5.332770000000001e-05	5.712640000000001e-05	5.6472500000000005e-05	5.7053700000000006e-05	5.20104e-05	5.20104e-05	5.1283800000000005e-05	5.4213400000000005e-05	4.5124400000000005e-05	4.5124400000000005e-05	1.84741e-05	1.7820200000000003e-05	1.91281e-05	1.7674800000000002e-05	1.84987e-05	1.85714e-05	1.85714e-05	1.8426000000000003e-05	1.82568e-05	1.8983500000000002e-05	2.1809999999999997e-07	1.454e-07	0.0	2.908e-07	1.0174e-06	4.9062400000000006e-05	4.9062400000000006e-05	4.89897e-05	5.6574500000000005e-05	5.6574500000000005e-05	5.860900000000001e-05	4.96374e-05	4.96374e-05	4.97078e-05	0.0054195202	0.0054214842	0.0054208303	0.0054259617	0.0054237265	0.0054245089	0.0054192693	0.0054147955	0.0075078987000000005	0.0075140253	0.0075140253	0.0075102918	0.007510364500000001	0.0075110184000000005	0.007772193500000001	0.007769124	0.0077751372	0.0078527422	0.0078510277	0.0078480047	0.0080812355	0.008081986499999999	0.008082094699999999	0.0079428715	0.0079422176	0.0079421449	0.0079443249	0.0079429443	0.0079428716	0.0079421449	0.0079428716	0.007941491	0.0080228613	0.008306079	0.0089165082	0.008631271499999999	0.0086274779	0.0086104619	0.008126444	0.0081431105	0.0082723108	0.0080297886	0.0072785947	0.007705776500000001	0.0078485116	0.0078485116	0.008118914599999999	0.008118914599999999	0.008118914599999999	0.0081195685	0.0081172846	0.0081121574	0.0081173572	0.0081091347	0.0081071002	0.0081071002	0.008114451699999999	0.0081174375	0.0081275504	0.0077000657	0.0078673104	0.0082577304
23SH_063M0013_S15	0.008337308299999999	0.0001539163	0.0001533351	0.0001533351	0.0001531897	0.00015355320000000003	0.0001549338	0.0001534805	0.0001534805	0.0001534805	0.0001534805	0.0001534805	0.0001534805	0.00015355320000000003	0.00015355320000000003	0.000155515	0.000155515	0.000153989	0.000153989	0.00015457030000000003	0.0001501913	0.0001501913	0.00015011860000000002	0.0001471206	0.0001477745	0.0001523527	0.0001621455	0.0001396232	0.0001382426	0.0001381699	0.00013809720000000002	0.0001388239	0.0001380246	0.00014339270000000002	0.00014339270000000002	0.00014709260000000002	0.0001516733	0.0001516733	0.00015160059999999999	4.88259e-05	4.8317400000000006e-05	4.9698000000000004e-05	4.82447e-05	4.751810000000001e-05	4.8172e-05	4.6864200000000004e-05	4.6864200000000004e-05	4.67915e-05	4.664610000000001e-05	4.664610000000001e-05	4.664610000000001e-05	4.65007e-05	4.737280000000001e-05	4.664610000000001e-05	4.59922e-05	4.59922e-05	4.59195e-05	4.59195e-05	5.242490000000001e-05	5.31823e-05	5.6981e-05	5.63271e-05	5.69083e-05	5.1865000000000006e-05	5.1865000000000006e-05	5.11384e-05	5.4068e-05	4.4979000000000004e-05	4.4979000000000004e-05	1.83287e-05	1.7674800000000002e-05	1.89827e-05	1.7529400000000002e-05	1.83533e-05	1.8426e-05	1.8426e-05	1.8280600000000002e-05	1.81114e-05	1.8838100000000002e-05	2.1809999999999997e-07	2.908e-07	2.908e-07	0.0	8.72e-07	4.8917e-05	4.8917e-05	4.88443e-05	5.64291e-05	5.64291e-05	5.846360000000001e-05	4.9492e-05	4.9492e-05	4.9562400000000005e-05	0.0054193748	0.0054213388	0.0054206849	0.0054258163000000005	0.0054235811	0.0054243635	0.0054191239	0.0054146501	0.0075077533	0.0075138799	0.0075138799	0.0075101464	0.007510219100000001	0.007510873	0.007772048100000001	0.0077689785999999995	0.0077749918	0.0078525968	0.0078508823	0.0078478593	0.008081090099999999	0.008081841099999999	0.0080819493	0.0079427261	0.0079420722	0.0079419995	0.0079441795	0.007942798899999999	0.0079427262	0.0079419995	0.0079427262	0.0079413456	0.0080227159	0.0083059336	0.008916362799999999	0.008631126099999999	0.0086273325	0.0086103165	0.0081262986	0.0081429651	0.0082721654	0.0080296432	0.0072784493	0.007705631100000001	0.0078483662	0.0078483662	0.008118769199999999	0.008118769199999999	0.008118769199999999	0.0081194231	0.0081171392	0.008112012	0.0081172118	0.0081089893	0.0081069548	0.0081069548	0.008114306299999999	0.0081172921	0.008127404999999999	0.0076999202999999995	0.007867165	0.008257585
R213_S28	0.0083378895	0.0001544975	0.0001539163	0.0001539163	0.0001537709	0.00015413440000000003	0.000155515	0.0001540617	0.0001540617	0.0001540617	0.0001540617	0.0001540617	0.0001540617	0.00015413440000000003	0.00015413440000000003	0.0001560962	0.0001560962	0.0001545702	0.0001545702	0.00015515150000000003	0.0001507725	0.0001507725	0.00015069980000000002	0.0001477018	0.0001483557	0.0001529339	0.0001627267	0.0001402044	0.0001388238	0.0001387511	0.00013867840000000002	0.0001394051	0.0001386058	0.00014397390000000002	0.00014397390000000002	0.00014767380000000002	0.0001522545	0.0001522545	0.0001521818	4.94071e-05	4.8898600000000006e-05	5.0279200000000005e-05	4.88259e-05	4.809930000000001e-05	4.87532e-05	4.7445400000000005e-05	4.7445400000000005e-05	4.73727e-05	4.722730000000001e-05	4.722730000000001e-05	4.722730000000001e-05	4.70819e-05	4.795400000000001e-05	4.722730000000001e-05	4.6573400000000004e-05	4.6573400000000004e-05	4.65007e-05	4.65007e-05	5.300610000000001e-05	5.37635e-05	5.75622e-05	5.69083e-05	5.74895e-05	5.2446200000000006e-05	5.2446200000000006e-05	5.17196e-05	5.46492e-05	4.5560200000000005e-05	4.5560200000000005e-05	1.89099e-05	1.8256e-05	1.95639e-05	1.8110600000000002e-05	1.89345e-05	1.90072e-05	1.90072e-05	1.88618e-05	1.86926e-05	1.9419300000000002e-05	9.446999999999999e-07	1.0174e-06	1.0174e-06	8.72e-07	0.0	4.94982e-05	4.94982e-05	4.94255e-05	5.70103e-05	5.70103e-05	5.904480000000001e-05	5.00732e-05	5.00732e-05	5.0143600000000006e-05	0.005419956	0.00542192	0.005421266100000001	0.0054263975	0.0054241623	0.0054249447	0.0054197051	0.0054152313	0.007508334500000001	0.0075144611000000005	0.0075144611000000005	0.0075107276	0.007510800300000001	0.007511454200000001	0.007772629300000001	0.0077695598	0.007775573	0.007853178	0.007851463500000001	0.0078484405	0.008081671300000001	0.0080824223	0.008082530499999999	0.0079433073	0.007942653400000001	0.0079425807	0.007944760700000001	0.0079433801	0.0079433074	0.0079425807	0.0079433074	0.0079419268	0.0080232971	0.0083065148	0.008916944	0.0086317073	0.0086279137	0.0086108977	0.0081268798	0.0081435463	0.0082727466	0.008030224400000001	0.0072790305	0.007706212300000001	0.0078489474	0.0078489474	0.0081193504	0.0081193504	0.0081193504	0.0081200043	0.0081177204	0.0081125932	0.008117793	0.0081095705	0.008107536	0.008107536	0.0081148875	0.0081178733	0.0081279862	0.0077005015	0.007867746200000001	0.0082581662
R44_S13	0.0083364693	0.0001530773	0.0001524961	0.0001524961	0.0001523507	0.0001527142	0.0001540948	0.0001526415	0.0001526415	0.0001526415	0.0001526415	0.0001526415	0.0001526415	0.0001527142	0.0001527142	0.000154676	0.000154676	0.00015315	0.00015315	0.0001537313	0.0001493523	0.0001493523	0.00014927959999999998	0.0001462816	0.0001469355	0.0001515137	0.0001613065	0.0001387842	0.00013740360000000001	0.0001373309	0.00013725819999999998	0.0001379849	0.0001371856	0.00014255369999999998	0.00014255369999999998	0.00014625359999999998	0.0001508343	0.0001508343	0.0001507616	4.79869e-05	4.7478399999999996e-05	4.8859e-05	4.74057e-05	4.66791e-05	4.7333e-05	4.6025199999999994e-05	4.6025199999999994e-05	4.5952500000000004e-05	4.58071e-05	4.58071e-05	4.58071e-05	4.5661700000000004e-05	4.65338e-05	4.58071e-05	4.51532e-05	4.51532e-05	4.50805e-05	4.50805e-05	5.15859e-05	5.2343300000000004e-05	5.6142000000000006e-05	5.54881e-05	5.60693e-05	5.1025999999999996e-05	5.1025999999999996e-05	5.02994e-05	5.3229e-05	4.414e-05	4.414e-05	4.7463900000000005e-05	4.681e-05	4.81179e-05	4.666460000000001e-05	4.7488500000000005e-05	4.7561199999999995e-05	4.7561199999999995e-05	4.74158e-05	4.7246599999999996e-05	4.79733e-05	4.89897e-05	4.9062400000000006e-05	4.9062400000000006e-05	4.8917e-05	4.94982e-05	0.0	1.454e-07	2.1809999999999997e-07	4.97769e-05	4.97769e-05	5.18114e-05	4.28398e-05	4.28398e-05	4.58168e-05	0.0054185358	0.0054204998	0.005419845899999999	0.0054249773	0.0054227421	0.0054235245000000005	0.0054182849000000005	0.0054138111	0.0075069143000000005	0.007513040900000001	0.007513040900000001	0.007509307400000001	0.0075093801	0.0075100340000000005	0.0077712091	0.0077681396000000005	0.007774152800000001	0.0078517578	0.0078500433	0.0078470203	0.0080802511	0.0080810021	0.0080811103	0.0079418871	0.0079412332	0.0079411605	0.0079433405	0.0079419599	0.007941887199999999	0.0079411605	0.007941887199999999	0.0079405066	0.0080218769	0.0083050946	0.0089155238	0.0086302871	0.0086264935	0.008609477499999999	0.008125459600000001	0.008142126099999999	0.008271326399999999	0.0080288042	0.0072776103	0.0077047921	0.007847527200000001	0.007847527200000001	0.0081179302	0.0081179302	0.0081179302	0.0081185841	0.008116300199999999	0.008111173	0.008116372799999999	0.0081081503	0.008106115799999999	0.008106115799999999	0.0081134673	0.008116453099999999	0.008126566	0.0076990813000000005	0.007866326	0.008256746
23SC_088M0045_S21	0.0083364693	0.0001530773	0.0001524961	0.0001524961	0.0001523507	0.0001527142	0.0001540948	0.0001526415	0.0001526415	0.0001526415	0.0001526415	0.0001526415	0.0001526415	0.0001527142	0.0001527142	0.000154676	0.000154676	0.00015315	0.00015315	0.0001537313	0.0001493523	0.0001493523	0.00014927959999999998	0.0001462816	0.0001469355	0.0001515137	0.0001613065	0.0001387842	0.00013740360000000001	0.0001373309	0.00013725819999999998	0.0001379849	0.0001371856	0.00014255369999999998	0.00014255369999999998	0.00014625359999999998	0.0001508343	0.0001508343	0.0001507616	4.79869e-05	4.7478399999999996e-05	4.8859e-05	4.74057e-05	4.66791e-05	4.7333e-05	4.6025199999999994e-05	4.6025199999999994e-05	4.5952500000000004e-05	4.58071e-05	4.58071e-05	4.58071e-05	4.5661700000000004e-05	4.65338e-05	4.58071e-05	4.51532e-05	4.51532e-05	4.50805e-05	4.50805e-05	5.15859e-05	5.2343300000000004e-05	5.6142000000000006e-05	5.54881e-05	5.60693e-05	5.1025999999999996e-05	5.1025999999999996e-05	5.02994e-05	5.3229e-05	4.414e-05	4.414e-05	4.7463900000000005e-05	4.681e-05	4.81179e-05	4.666460000000001e-05	4.7488500000000005e-05	4.7561199999999995e-05	4.7561199999999995e-05	4.74158e-05	4.7246599999999996e-05	4.79733e-05	4.89897e-05	4.9062400000000006e-05	4.9062400000000006e-05	4.8917e-05	4.94982e-05	1.454e-07	0.0	2.1809999999999997e-07	4.97769e-05	4.97769e-05	5.18114e-05	4.28398e-05	4.28398e-05	4.58168e-05	0.0054185358	0.0054204998	0.005419845899999999	0.0054249773	0.0054227421	0.0054235245000000005	0.0054182849000000005	0.0054138111	0.0075069143000000005	0.007513040900000001	0.007513040900000001	0.007509307400000001	0.0075093801	0.0075100340000000005	0.0077712091	0.0077681396000000005	0.007774152800000001	0.0078517578	0.0078500433	0.0078470203	0.0080802511	0.0080810021	0.0080811103	0.0079418871	0.0079412332	0.0079411605	0.0079433405	0.0079419599	0.007941887199999999	0.0079411605	0.007941887199999999	0.0079405066	0.0080218769	0.0083050946	0.0089155238	0.0086302871	0.0086264935	0.008609477499999999	0.008125459600000001	0.008142126099999999	0.008271326399999999	0.0080288042	0.0072776103	0.0077047921	0.007847527200000001	0.007847527200000001	0.0081179302	0.0081179302	0.0081179302	0.0081185841	0.008116300199999999	0.008111173	0.008116372799999999	0.0081081503	0.008106115799999999	0.008106115799999999	0.0081134673	0.008116453099999999	0.008126566	0.0076990813000000005	0.007866326	0.008256746
R185_S4	0.0083363966	0.0001530046	0.0001524234	0.0001524234	0.000152278	0.0001526415	0.0001540221	0.0001525688	0.0001525688	0.0001525688	0.0001525688	0.0001525688	0.0001525688	0.0001526415	0.0001526415	0.0001546033	0.0001546033	0.0001530773	0.0001530773	0.0001536586	0.0001492796	0.0001492796	0.0001492069	0.0001462089	0.0001468628	0.000151441	0.0001612338	0.0001387115	0.0001373309	0.0001372582	0.0001371855	0.0001379122	0.0001371129	0.000142481	0.000142481	0.0001461809	0.0001507616	0.0001507616	0.00015068889999999999	4.79142e-05	4.74057e-05	4.87863e-05	4.7333e-05	4.66064e-05	4.72603e-05	4.59525e-05	4.59525e-05	4.58798e-05	4.57344e-05	4.57344e-05	4.57344e-05	4.5589e-05	4.64611e-05	4.57344e-05	4.50805e-05	4.50805e-05	4.50078e-05	4.50078e-05	5.15132e-05	5.22706e-05	5.60693e-05	5.54154e-05	5.59966e-05	5.09533e-05	5.09533e-05	5.02267e-05	5.31563e-05	4.4067300000000004e-05	4.4067300000000004e-05	4.73912e-05	4.67373e-05	4.80452e-05	4.6591900000000004e-05	4.74158e-05	4.74885e-05	4.74885e-05	4.73431e-05	4.71739e-05	4.79006e-05	4.8917e-05	4.89897e-05	4.89897e-05	4.88443e-05	4.94255e-05	2.1809999999999997e-07	2.1809999999999997e-07	0.0	4.9704200000000004e-05	4.9704200000000004e-05	5.1738700000000007e-05	4.27671e-05	4.27671e-05	4.5744099999999995e-05	0.0054184631	0.0054204271	0.0054197732	0.0054249046	0.0054226694	0.0054234517999999995	0.0054182122	0.0054137384	0.0075068416	0.0075129682	0.0075129682	0.0075092347	0.007509307400000001	0.0075099613	0.007771136400000001	0.0077680668999999996	0.0077740801	0.0078516851	0.0078499706	0.0078469476	0.0080801784	0.008080929399999999	0.008081037599999999	0.0079418144	0.0079411605	0.0079410878	0.0079432678	0.007941887199999999	0.0079418145	0.0079410878	0.0079418145	0.0079404339	0.0080218042	0.008305021899999999	0.0089154511	0.008630214399999999	0.0086264208	0.0086094048	0.0081253869	0.0081420534	0.0082712537	0.0080287315	0.0072775376	0.007704719400000001	0.0078474545	0.0078474545	0.008117857499999999	0.008117857499999999	0.008117857499999999	0.0081185114	0.0081162275	0.0081111003	0.0081163001	0.0081080776	0.0081060431	0.0081060431	0.008113394599999999	0.0081163804	0.008126493299999999	0.0076990086	0.0078662533	0.0082566733
R167_S16	0.008343981399999999	0.0001605894	0.0001600082	0.0001600082	0.0001598628	0.00016022630000000001	0.0001616069	0.0001601536	0.0001601536	0.0001601536	0.0001601536	0.0001601536	0.0001601536	0.00016022630000000001	0.00016022630000000001	0.0001621881	0.0001621881	0.0001606621	0.0001606621	0.00016124340000000002	0.0001568644	0.0001568644	0.0001567917	0.0001537937	0.0001544476	0.0001590258	0.0001688186	0.0001462963	0.0001449157	0.000144843	0.0001447703	0.000145497	0.0001446977	0.0001500658	0.0001500658	0.0001537657	0.0001583464	0.0001583464	0.0001582737	5.5499e-05	5.4990499999999995e-05	5.63711e-05	5.49178e-05	5.41912e-05	5.48451e-05	5.353729999999999e-05	5.353729999999999e-05	5.34646e-05	5.3319199999999996e-05	5.3319199999999996e-05	5.3319199999999996e-05	5.31738e-05	5.40459e-05	5.3319199999999996e-05	5.26653e-05	5.26653e-05	5.25926e-05	5.25926e-05	5.9097999999999996e-05	5.98554e-05	6.36541e-05	6.30002e-05	6.35814e-05	5.8538099999999994e-05	5.8538099999999994e-05	5.78115e-05	6.07411e-05	5.16521e-05	5.16521e-05	5.4976000000000004e-05	5.43221e-05	5.563e-05	5.4176700000000006e-05	5.50006e-05	5.507329999999999e-05	5.507329999999999e-05	5.49279e-05	5.4758699999999995e-05	5.5485399999999996e-05	5.65018e-05	5.6574500000000005e-05	5.6574500000000005e-05	5.64291e-05	5.70103e-05	4.97769e-05	4.97769e-05	4.9704200000000004e-05	0.0	1.454e-07	2.3253e-06	4.28591e-05	4.28591e-05	5.33289e-05	0.0054260479	0.0054280119	0.005427358	0.0054324894	0.0054302542	0.0054310365999999995	0.0054257969999999996	0.0054213232	0.0075144264	0.007520553	0.007520553	0.0075168195	0.007516892200000001	0.0075175461	0.007778721200000001	0.0077756516999999995	0.0077816649	0.0078592699	0.0078575554	0.0078545324	0.008087763199999999	0.008088514199999999	0.0080886224	0.0079493992	0.0079487453	0.0079486726	0.0079508526	0.007949471999999999	0.0079493993	0.0079486726	0.0079493993	0.0079480187	0.008029389	0.0083126067	0.0089230359	0.008637799199999999	0.0086340056	0.0086169896	0.0081329717	0.0081496382	0.0082788385	0.0080363163	0.0072851224	0.007712304200000001	0.0078550393	0.0078550393	0.008125442299999999	0.008125442299999999	0.008125442299999999	0.0081260962	0.0081238123	0.0081186851	0.0081238849	0.0081156624	0.0081136279	0.0081136279	0.008120979399999999	0.0081239652	0.008134078099999999	0.0077065933999999996	0.0078738381	0.0082642581
R205_S27	0.008343981399999999	0.0001605894	0.0001600082	0.0001600082	0.0001598628	0.00016022630000000001	0.0001616069	0.0001601536	0.0001601536	0.0001601536	0.0001601536	0.0001601536	0.0001601536	0.00016022630000000001	0.00016022630000000001	0.0001621881	0.0001621881	0.0001606621	0.0001606621	0.00016124340000000002	0.0001568644	0.0001568644	0.0001567917	0.0001537937	0.0001544476	0.0001590258	0.0001688186	0.0001462963	0.0001449157	0.000144843	0.0001447703	0.000145497	0.0001446977	0.0001500658	0.0001500658	0.0001537657	0.0001583464	0.0001583464	0.0001582737	5.5499e-05	5.4990499999999995e-05	5.63711e-05	5.49178e-05	5.41912e-05	5.48451e-05	5.353729999999999e-05	5.353729999999999e-05	5.34646e-05	5.3319199999999996e-05	5.3319199999999996e-05	5.3319199999999996e-05	5.31738e-05	5.40459e-05	5.3319199999999996e-05	5.26653e-05	5.26653e-05	5.25926e-05	5.25926e-05	5.9097999999999996e-05	5.98554e-05	6.36541e-05	6.30002e-05	6.35814e-05	5.8538099999999994e-05	5.8538099999999994e-05	5.78115e-05	6.07411e-05	5.16521e-05	5.16521e-05	5.4976000000000004e-05	5.43221e-05	5.563e-05	5.4176700000000006e-05	5.50006e-05	5.507329999999999e-05	5.507329999999999e-05	5.49279e-05	5.4758699999999995e-05	5.5485399999999996e-05	5.65018e-05	5.6574500000000005e-05	5.6574500000000005e-05	5.64291e-05	5.70103e-05	4.97769e-05	4.97769e-05	4.9704200000000004e-05	1.454e-07	0.0	2.3253e-06	4.28591e-05	4.28591e-05	5.33289e-05	0.0054260479	0.0054280119	0.005427358	0.0054324894	0.0054302542	0.0054310365999999995	0.0054257969999999996	0.0054213232	0.0075144264	0.007520553	0.007520553	0.0075168195	0.007516892200000001	0.0075175461	0.007778721200000001	0.0077756516999999995	0.0077816649	0.0078592699	0.0078575554	0.0078545324	0.008087763199999999	0.008088514199999999	0.0080886224	0.0079493992	0.0079487453	0.0079486726	0.0079508526	0.007949471999999999	0.0079493993	0.0079486726	0.0079493993	0.0079480187	0.008029389	0.0083126067	0.0089230359	0.008637799199999999	0.0086340056	0.0086169896	0.0081329717	0.0081496382	0.0082788385	0.0080363163	0.0072851224	0.007712304200000001	0.0078550393	0.0078550393	0.008125442299999999	0.008125442299999999	0.008125442299999999	0.0081260962	0.0081238123	0.0081186851	0.0081238849	0.0081156624	0.0081136279	0.0081136279	0.008120979399999999	0.0081239652	0.008134078099999999	0.0077065933999999996	0.0078738381	0.0082642581
R219_S7	0.0083460159	0.0001626239	0.0001620427	0.0001620427	0.0001618973	0.0001622608	0.00016364140000000002	0.00016218810000000002	0.00016218810000000002	0.00016218810000000002	0.00016218810000000002	0.00016218810000000002	0.00016218810000000002	0.0001622608	0.0001622608	0.00016422260000000002	0.00016422260000000002	0.0001626966	0.0001626966	0.0001632779	0.00015889890000000002	0.00015889890000000002	0.0001588262	0.0001558282	0.0001564821	0.0001610603	0.0001708531	0.0001483308	0.0001469502	0.00014687750000000002	0.0001468048	0.00014753150000000002	0.00014673220000000002	0.0001521003	0.0001521003	0.0001558002	0.00016038090000000001	0.00016038090000000001	0.0001603082	5.753350000000001e-05	5.7025000000000004e-05	5.840560000000001e-05	5.695230000000001e-05	5.6225700000000006e-05	5.687960000000001e-05	5.55718e-05	5.55718e-05	5.549910000000001e-05	5.5353700000000005e-05	5.5353700000000005e-05	5.5353700000000005e-05	5.520830000000001e-05	5.6080400000000006e-05	5.5353700000000005e-05	5.469980000000001e-05	5.469980000000001e-05	5.462710000000001e-05	5.462710000000001e-05	6.11325e-05	6.188990000000001e-05	6.568860000000001e-05	6.503470000000001e-05	6.561590000000001e-05	6.0572600000000003e-05	6.0572600000000003e-05	5.984600000000001e-05	6.277560000000001e-05	5.368660000000001e-05	5.368660000000001e-05	5.7010500000000006e-05	5.635660000000001e-05	5.76645e-05	5.621120000000001e-05	5.7035100000000006e-05	5.71078e-05	5.71078e-05	5.696240000000001e-05	5.6793200000000004e-05	5.7519900000000005e-05	5.8536300000000004e-05	5.860900000000001e-05	5.860900000000001e-05	5.846360000000001e-05	5.904480000000001e-05	5.18114e-05	5.18114e-05	5.1738700000000007e-05	2.3253e-06	2.3253e-06	0.0	4.48936e-05	4.48936e-05	5.5363400000000006e-05	0.0054280824	0.0054300464	0.0054293925	0.0054345239	0.0054322887	0.005433071100000001	0.005427831500000001	0.0054233577	0.007516460900000001	0.007522587500000001	0.007522587500000001	0.007518854000000001	0.0075189267	0.007519580600000001	0.0077807557	0.007777686200000001	0.007783699400000001	0.0078613044	0.0078595899	0.0078565669	0.0080897977	0.0080905487	0.0080906569	0.0079514337	0.0079507798	0.007950707100000001	0.0079528871	0.0079515065	0.0079514338	0.007950707100000001	0.0079514338	0.0079500532	0.0080314235	0.0083146412	0.0089250704	0.0086398337	0.0086360401	0.008619024099999999	0.008135006200000001	0.0081516727	0.008280873	0.0080383508	0.0072871569	0.0077143387	0.007857073800000001	0.007857073800000001	0.0081274768	0.0081274768	0.0081274768	0.0081281307	0.0081258468	0.0081207196	0.008125919399999999	0.0081176969	0.0081156624	0.0081156624	0.0081230139	0.008125999699999999	0.0081361126	0.007708627900000001	0.0078758726	0.0082662926
